stage_event_id,application_id,stage_code,stage_sequence_number,stage_entry_date,stage_exit_date,exit_reason,updated_at,extracted_at
STG-00125983,APP-0059474,review,1,2025-12-25,2026-01-04,rejected,2026-01-04T12:09:28Z,2026-05-31T23:59:59Z
STG-00125984,APP-0059475,review,1,2025-12-25,2025-12-31,,2025-12-31T15:59:23Z,2026-05-31T23:59:59Z
STG-00125985,APP-0059475,screen,2,2025-12-31,2026-01-09,,2026-01-09T08:43:57Z,2026-05-31T23:59:59Z
STG-00125986,APP-0059475,assessment,3,2026-01-09,2026-01-16,rejected,2026-01-16T17:31:35Z,2026-05-31T23:59:59Z
STG-00125987,APP-0059476,review,1,2025-12-25,2025-12-31,rejected,2025-12-31T17:23:45Z,2026-05-31T23:59:59Z
STG-00125988,APP-0059477,review,1,2025-12-25,2025-12-30,rejected,2025-12-30T09:41:04Z,2026-05-31T23:59:59Z
STG-00125989,APP-0059478,review,1,2025-12-25,2025-12-29,rejected,2025-12-29T16:56:06Z,2026-05-31T23:59:59Z
STG-00125990,APP-0059479,review,1,2025-12-25,2026-01-03,rejected,2026-01-03T09:28:35Z,2026-05-31T23:59:59Z
STG-00125991,APP-0059480,review,1,2025-12-25,2025-12-29,,2025-12-29T18:44:37Z,2026-05-31T23:59:59Z
STG-00125992,APP-0059480,screen,2,2025-12-29,2026-01-03,rejected,2026-01-03T10:33:19Z,2026-05-31T23:59:59Z
STG-00125993,APP-0059481,review,1,2025-12-25,2025-12-31,,2025-12-31T14:59:05Z,2026-05-31T23:59:59Z
STG-00125994,APP-0059481,screen,2,2025-12-31,2026-01-05,,2026-01-05T11:49:46Z,2026-05-31T23:59:59Z
STG-00125995,APP-0059481,assessment,3,2026-01-05,2026-01-12,,2026-01-12T08:17:16Z,2026-05-31T23:59:59Z
STG-00125996,APP-0059481,interview,4,2026-01-12,2026-01-24,rejected,2026-01-24T08:48:54Z,2026-05-31T23:59:59Z
STG-00125997,APP-0059482,review,1,2025-12-25,2025-12-27,,2025-12-27T19:52:00Z,2026-05-31T23:59:59Z
STG-00125998,APP-0059482,screen,2,2025-12-27,2026-01-02,rejected,2026-01-02T17:43:13Z,2026-05-31T23:59:59Z
STG-00125999,APP-0059483,review,1,2025-12-25,2025-12-28,rejected,2025-12-28T08:24:07Z,2026-05-31T23:59:59Z
STG-00126000,APP-0059484,review,1,2025-12-25,2025-12-27,,2025-12-27T09:05:47Z,2026-05-31T23:59:59Z
STG-00126001,APP-0059484,screen,2,2025-12-27,2026-01-01,rejected,2026-01-01T09:47:41Z,2026-05-31T23:59:59Z
STG-00126002,APP-0059485,review,1,2025-12-25,2026-01-01,,2026-01-01T16:39:35Z,2026-05-31T23:59:59Z
STG-00126003,APP-0059485,screen,2,2026-01-01,2026-01-07,,2026-01-07T17:39:29Z,2026-05-31T23:59:59Z
STG-00126004,APP-0059485,assessment,3,2026-01-07,2026-01-11,rejected,2026-01-11T14:53:38Z,2026-05-31T23:59:59Z
STG-00126005,APP-0059486,review,1,2025-12-25,2025-12-29,rejected,2025-12-29T08:55:00Z,2026-05-31T23:59:59Z
STG-00126006,APP-0059487,review,1,2025-12-25,2025-12-30,,2025-12-30T12:30:22Z,2026-05-31T23:59:59Z
STG-00126007,APP-0059487,screen,2,2025-12-30,2026-01-02,rejected,2026-01-02T13:59:36Z,2026-05-31T23:59:59Z
STG-00126008,APP-0059488,review,1,2025-12-25,2026-01-04,,2026-01-04T08:40:57Z,2026-05-31T23:59:59Z
STG-00126009,APP-0059488,screen,2,2026-01-04,2026-01-09,,2026-01-09T13:50:07Z,2026-05-31T23:59:59Z
STG-00126010,APP-0059488,assessment,3,2026-01-09,2026-01-20,,2026-01-20T14:53:30Z,2026-05-31T23:59:59Z
STG-00126011,APP-0059488,interview,4,2026-01-20,2026-02-23,rejected,2026-02-23T10:14:20Z,2026-05-31T23:59:59Z
STG-00126012,APP-0059489,review,1,2025-12-25,2025-12-31,withdrawn,2025-12-31T17:54:14Z,2026-05-31T23:59:59Z
STG-00126013,APP-0059490,review,1,2025-12-25,2025-12-30,rejected,2025-12-30T09:01:04Z,2026-05-31T23:59:59Z
STG-00126014,APP-0059491,review,1,2025-12-25,2025-12-30,,2025-12-30T08:20:03Z,2026-05-31T23:59:59Z
STG-00126015,APP-0059491,screen,2,2025-12-30,2026-01-03,,2026-01-03T15:10:29Z,2026-05-31T23:59:59Z
STG-00126016,APP-0059491,assessment,3,2026-01-03,2026-01-06,,2026-01-06T19:56:15Z,2026-05-31T23:59:59Z
STG-00126017,APP-0059491,interview,4,2026-01-06,2026-01-12,rejected,2026-01-12T17:42:33Z,2026-05-31T23:59:59Z
STG-00126018,APP-0059492,review,1,2025-12-25,2025-12-29,,2025-12-29T08:45:12Z,2026-05-31T23:59:59Z
STG-00126019,APP-0059492,screen,2,2025-12-29,2026-01-05,,2026-01-05T19:44:14Z,2026-05-31T23:59:59Z
STG-00126020,APP-0059492,assessment,3,2026-01-05,2026-01-07,,2026-01-07T15:19:05Z,2026-05-31T23:59:59Z
STG-00126021,APP-0059492,interview,4,2026-01-07,2026-01-10,rejected,2026-01-10T19:30:07Z,2026-05-31T23:59:59Z
STG-00126022,APP-0059493,review,1,2025-12-25,2025-12-28,,2025-12-28T12:08:37Z,2026-05-31T23:59:59Z
STG-00126023,APP-0059493,screen,2,2025-12-28,2025-12-30,rejected,2025-12-30T19:53:55Z,2026-05-31T23:59:59Z
STG-00126024,APP-0059494,review,1,2025-12-25,2025-12-26,rejected,2025-12-26T14:38:40Z,2026-05-31T23:59:59Z
STG-00126025,APP-0059495,review,1,2025-12-25,2025-12-26,,2025-12-26T16:43:18Z,2026-05-31T23:59:59Z
STG-00126026,APP-0059495,screen,2,2025-12-26,2025-12-29,,2025-12-29T12:17:32Z,2026-05-31T23:59:59Z
STG-00126027,APP-0059495,assessment,3,2025-12-29,2025-12-31,rejected,2025-12-31T15:58:02Z,2026-05-31T23:59:59Z
STG-00126028,APP-0059496,review,1,2025-12-25,2025-12-29,,2025-12-29T15:36:59Z,2026-05-31T23:59:59Z
STG-00126029,APP-0059496,screen,2,2025-12-29,2026-01-02,,2026-01-02T11:54:53Z,2026-05-31T23:59:59Z
STG-00126030,APP-0059496,assessment,3,2026-01-02,2026-01-12,rejected,2026-01-12T17:06:48Z,2026-05-31T23:59:59Z
STG-00126031,APP-0059497,review,1,2025-12-25,2025-12-30,rejected,2025-12-30T13:01:50Z,2026-05-31T23:59:59Z
STG-00126032,APP-0059498,review,1,2025-12-25,2025-12-27,,2025-12-27T16:51:16Z,2026-05-31T23:59:59Z
STG-00126033,APP-0059498,screen,2,2025-12-27,2025-12-30,,2025-12-30T08:52:34Z,2026-05-31T23:59:59Z
STG-00126034,APP-0059498,assessment,3,2025-12-30,2026-01-05,rejected,2026-01-05T16:05:05Z,2026-05-31T23:59:59Z
STG-00126035,APP-0059499,review,1,2025-12-25,2025-12-27,,2025-12-27T16:03:51Z,2026-05-31T23:59:59Z
STG-00126036,APP-0059499,screen,2,2025-12-27,2026-01-01,,2026-01-01T11:11:25Z,2026-05-31T23:59:59Z
STG-00126037,APP-0059499,assessment,3,2026-01-01,2026-01-06,rejected,2026-01-06T17:18:03Z,2026-05-31T23:59:59Z
STG-00126038,APP-0059500,review,1,2025-12-25,2025-12-26,rejected,2025-12-26T08:58:02Z,2026-05-31T23:59:59Z
STG-00126039,APP-0059501,review,1,2025-12-25,2025-12-31,rejected,2025-12-31T11:27:08Z,2026-05-31T23:59:59Z
STG-00126040,APP-0059502,review,1,2025-12-25,2025-12-27,withdrawn,2025-12-27T18:17:19Z,2026-05-31T23:59:59Z
STG-00126041,APP-0059503,review,1,2025-12-25,2025-12-26,,2025-12-26T17:40:09Z,2026-05-31T23:59:59Z
STG-00126042,APP-0059503,screen,2,2025-12-26,2025-12-29,rejected,2025-12-29T12:01:07Z,2026-05-31T23:59:59Z
STG-00126043,APP-0059504,review,1,2025-12-25,2025-12-28,,2025-12-28T14:20:05Z,2026-05-31T23:59:59Z
STG-00126044,APP-0059504,screen,2,2025-12-28,2025-12-31,rejected,2025-12-31T16:13:42Z,2026-05-31T23:59:59Z
STG-00126045,APP-0059505,review,1,2025-12-25,2026-01-01,,2026-01-01T14:48:00Z,2026-05-31T23:59:59Z
STG-00126046,APP-0059505,screen,2,2026-01-01,2026-01-05,,2026-01-05T18:37:14Z,2026-05-31T23:59:59Z
STG-00126047,APP-0059505,assessment,3,2026-01-05,2026-01-10,rejected,2026-01-10T15:33:32Z,2026-05-31T23:59:59Z
STG-00126048,APP-0059506,review,1,2025-12-25,2025-12-27,rejected,2025-12-27T09:16:13Z,2026-05-31T23:59:59Z
STG-00126049,APP-0059507,review,1,2025-12-25,2025-12-26,rejected,2025-12-26T15:42:03Z,2026-05-31T23:59:59Z
STG-00126050,APP-0059508,review,1,2025-12-25,2025-12-29,withdrawn,2025-12-29T08:40:14Z,2026-05-31T23:59:59Z
STG-00126051,APP-0059509,review,1,2025-12-25,2025-12-27,rejected,2025-12-27T14:42:00Z,2026-05-31T23:59:59Z
STG-00126052,APP-0059510,review,1,2025-12-25,2025-12-29,,2025-12-29T16:40:34Z,2026-05-31T23:59:59Z
STG-00126053,APP-0059510,screen,2,2025-12-29,2026-01-05,,2026-01-05T09:06:28Z,2026-05-31T23:59:59Z
STG-00126054,APP-0059510,assessment,3,2026-01-05,2026-01-09,,2026-01-09T12:47:51Z,2026-05-31T23:59:59Z
STG-00126055,APP-0059510,interview,4,2026-01-09,2026-01-13,,2026-01-13T12:11:13Z,2026-05-31T23:59:59Z
STG-00126056,APP-0059510,offer,5,2026-01-13,2026-01-16,,2026-01-16T10:55:23Z,2026-05-31T23:59:59Z
STG-00126057,APP-0059511,review,1,2025-12-26,2026-01-03,rejected,2026-01-03T16:08:45Z,2026-05-31T23:59:59Z
STG-00126058,APP-0059512,review,1,2025-12-26,2025-12-30,rejected,2025-12-30T12:28:12Z,2026-05-31T23:59:59Z
STG-00126059,APP-0059513,review,1,2025-12-26,2025-12-30,,2025-12-30T12:43:54Z,2026-05-31T23:59:59Z
STG-00126060,APP-0059513,screen,2,2025-12-30,2026-01-04,,2026-01-04T11:04:13Z,2026-05-31T23:59:59Z
STG-00126061,APP-0059513,assessment,3,2026-01-04,2026-01-18,,2026-01-18T08:26:35Z,2026-05-31T23:59:59Z
STG-00126062,APP-0059513,interview,4,2026-01-18,2026-02-03,withdrawn,2026-02-03T18:46:25Z,2026-05-31T23:59:59Z
STG-00126063,APP-0059514,review,1,2025-12-26,2025-12-30,rejected,2025-12-30T09:20:23Z,2026-05-31T23:59:59Z
STG-00126064,APP-0059515,review,1,2025-12-26,2025-12-28,rejected,2025-12-28T14:11:00Z,2026-05-31T23:59:59Z
STG-00126065,APP-0059516,review,1,2025-12-26,2025-12-29,,2025-12-29T08:46:26Z,2026-05-31T23:59:59Z
STG-00126066,APP-0059516,screen,2,2025-12-29,2026-01-01,rejected,2026-01-01T10:22:16Z,2026-05-31T23:59:59Z
STG-00126067,APP-0059517,review,1,2025-12-26,2026-01-02,rejected,2026-01-02T09:31:58Z,2026-05-31T23:59:59Z
STG-00126068,APP-0059518,review,1,2025-12-26,2025-12-31,rejected,2025-12-31T14:45:51Z,2026-05-31T23:59:59Z
STG-00126069,APP-0059519,review,1,2025-12-26,2025-12-31,,2025-12-31T18:50:49Z,2026-05-31T23:59:59Z
STG-00126070,APP-0059519,screen,2,2025-12-31,2026-01-03,,2026-01-03T09:27:08Z,2026-05-31T23:59:59Z
STG-00126071,APP-0059519,assessment,3,2026-01-03,2026-01-10,,2026-01-10T10:33:30Z,2026-05-31T23:59:59Z
STG-00126072,APP-0059519,interview,4,2026-01-10,2026-02-04,rejected,2026-02-04T14:53:52Z,2026-05-31T23:59:59Z
STG-00126073,APP-0059520,review,1,2025-12-26,2025-12-28,withdrawn,2025-12-28T13:43:50Z,2026-05-31T23:59:59Z
STG-00126074,APP-0059521,review,1,2025-12-26,2025-12-30,,2025-12-30T18:45:09Z,2026-05-31T23:59:59Z
STG-00126075,APP-0059521,screen,2,2025-12-30,2026-01-02,,2026-01-02T11:14:43Z,2026-05-31T23:59:59Z
STG-00126076,APP-0059521,assessment,3,2026-01-02,2026-01-04,rejected,2026-01-04T18:08:25Z,2026-05-31T23:59:59Z
STG-00126077,APP-0059522,review,1,2025-12-26,2026-01-03,rejected,2026-01-03T19:44:15Z,2026-05-31T23:59:59Z
STG-00126078,APP-0059523,review,1,2025-12-26,2025-12-31,rejected,2025-12-31T11:14:38Z,2026-05-31T23:59:59Z
STG-00126079,APP-0059524,review,1,2025-12-26,2025-12-29,,2025-12-29T09:30:48Z,2026-05-31T23:59:59Z
STG-00126080,APP-0059524,screen,2,2025-12-29,2026-01-03,,2026-01-03T18:24:35Z,2026-05-31T23:59:59Z
STG-00126081,APP-0059524,assessment,3,2026-01-03,2026-01-09,rejected,2026-01-09T09:56:05Z,2026-05-31T23:59:59Z
STG-00126082,APP-0059525,review,1,2025-12-26,2025-12-30,rejected,2025-12-30T11:00:31Z,2026-05-31T23:59:59Z
STG-00126083,APP-0059526,review,1,2025-12-26,2026-01-01,rejected,2026-01-01T08:21:45Z,2026-05-31T23:59:59Z
STG-00126084,APP-0059527,review,1,2025-12-26,2025-12-27,withdrawn,2025-12-27T16:29:46Z,2026-05-31T23:59:59Z
STG-00126085,APP-0059528,review,1,2025-12-26,2025-12-28,withdrawn,2025-12-28T14:09:48Z,2026-05-31T23:59:59Z
STG-00126086,APP-0059529,review,1,2025-12-26,2025-12-28,,2025-12-28T17:40:38Z,2026-05-31T23:59:59Z
STG-00126087,APP-0059529,screen,2,2025-12-28,2025-12-30,,2025-12-30T16:20:16Z,2026-05-31T23:59:59Z
STG-00126088,APP-0059529,assessment,3,2025-12-30,2026-01-01,rejected,2026-01-01T13:56:33Z,2026-05-31T23:59:59Z
STG-00126089,APP-0059530,review,1,2025-12-26,2026-01-02,,2026-01-02T10:44:23Z,2026-05-31T23:59:59Z
STG-00126090,APP-0059530,screen,2,2026-01-02,2026-01-05,,2026-01-05T17:39:46Z,2026-05-31T23:59:59Z
STG-00126091,APP-0059530,assessment,3,2026-01-05,2026-01-13,withdrawn,2026-01-13T16:39:16Z,2026-05-31T23:59:59Z
STG-00126092,APP-0059531,review,1,2025-12-26,2025-12-29,,2025-12-29T19:03:42Z,2026-05-31T23:59:59Z
STG-00126093,APP-0059531,screen,2,2025-12-29,2026-01-02,withdrawn,2026-01-02T19:20:56Z,2026-05-31T23:59:59Z
STG-00126094,APP-0059532,review,1,2025-12-26,2025-12-29,rejected,2025-12-29T10:45:15Z,2026-05-31T23:59:59Z
STG-00126095,APP-0059533,review,1,2025-12-26,2026-01-01,,2026-01-01T08:25:17Z,2026-05-31T23:59:59Z
STG-00126096,APP-0059533,screen,2,2026-01-01,2026-01-03,rejected,2026-01-03T14:11:35Z,2026-05-31T23:59:59Z
STG-00126097,APP-0059534,review,1,2025-12-26,2026-01-01,,2026-01-01T08:19:13Z,2026-05-31T23:59:59Z
STG-00126098,APP-0059534,screen,2,2026-01-01,2026-01-07,withdrawn,2026-01-07T08:33:20Z,2026-05-31T23:59:59Z
STG-00126099,APP-0059535,review,1,2025-12-26,2025-12-28,rejected,2025-12-28T10:21:58Z,2026-05-31T23:59:59Z
STG-00126100,APP-0059536,review,1,2025-12-26,2025-12-30,,2025-12-30T09:38:36Z,2026-05-31T23:59:59Z
STG-00126101,APP-0059536,screen,2,2025-12-30,2026-01-03,,2026-01-03T09:55:22Z,2026-05-31T23:59:59Z
STG-00126102,APP-0059536,assessment,3,2026-01-03,2026-01-06,,2026-01-06T16:23:12Z,2026-05-31T23:59:59Z
STG-00126103,APP-0059536,interview,4,2026-01-06,2026-01-11,rejected,2026-01-11T12:26:14Z,2026-05-31T23:59:59Z
STG-00126104,APP-0059537,review,1,2025-12-26,2025-12-29,,2025-12-29T11:49:25Z,2026-05-31T23:59:59Z
STG-00126105,APP-0059537,screen,2,2025-12-29,2026-01-02,,2026-01-02T10:47:47Z,2026-05-31T23:59:59Z
STG-00126106,APP-0059537,assessment,3,2026-01-02,2026-01-04,,2026-01-04T14:49:13Z,2026-05-31T23:59:59Z
STG-00126107,APP-0059537,interview,4,2026-01-04,2026-01-18,rejected,2026-01-18T16:43:43Z,2026-05-31T23:59:59Z
STG-00126108,APP-0059538,review,1,2025-12-26,2025-12-27,,2025-12-27T18:45:02Z,2026-05-31T23:59:59Z
STG-00126109,APP-0059538,screen,2,2025-12-27,2025-12-28,rejected,2025-12-28T09:51:52Z,2026-05-31T23:59:59Z
STG-00126110,APP-0059539,review,1,2025-12-26,2025-12-28,rejected,2025-12-28T15:01:49Z,2026-05-31T23:59:59Z
STG-00126111,APP-0059540,review,1,2025-12-26,2025-12-31,withdrawn,2025-12-31T10:46:35Z,2026-05-31T23:59:59Z
STG-00126112,APP-0059541,review,1,2025-12-26,2025-12-30,,2025-12-30T12:41:21Z,2026-05-31T23:59:59Z
STG-00126113,APP-0059541,screen,2,2025-12-30,2026-01-08,,2026-01-08T08:44:23Z,2026-05-31T23:59:59Z
STG-00126114,APP-0059541,assessment,3,2026-01-08,2026-01-13,,2026-01-13T10:12:20Z,2026-05-31T23:59:59Z
STG-00126115,APP-0059541,interview,4,2026-01-13,2026-01-18,,2026-01-18T12:06:42Z,2026-05-31T23:59:59Z
STG-00126116,APP-0059541,offer,5,2026-01-18,2026-01-22,,2026-01-22T10:39:36Z,2026-05-31T23:59:59Z
STG-00126117,APP-0059542,review,1,2025-12-26,2025-12-29,,2025-12-29T08:02:06Z,2026-05-31T23:59:59Z
STG-00126118,APP-0059542,screen,2,2025-12-29,2026-01-01,,2026-01-01T16:46:39Z,2026-05-31T23:59:59Z
STG-00126119,APP-0059542,assessment,3,2026-01-01,2026-01-10,rejected,2026-01-10T17:48:41Z,2026-05-31T23:59:59Z
STG-00126120,APP-0059543,review,1,2025-12-26,2025-12-28,rejected,2025-12-28T14:44:46Z,2026-05-31T23:59:59Z
STG-00126121,APP-0059544,review,1,2025-12-26,2025-12-27,rejected,2025-12-27T13:58:32Z,2026-05-31T23:59:59Z
STG-00126122,APP-0059545,review,1,2025-12-26,2025-12-29,rejected,2025-12-29T12:25:22Z,2026-05-31T23:59:59Z
STG-00126123,APP-0059546,review,1,2025-12-26,2025-12-31,,2025-12-31T19:45:40Z,2026-05-31T23:59:59Z
STG-00126124,APP-0059546,screen,2,2025-12-31,2026-01-03,,2026-01-03T16:39:35Z,2026-05-31T23:59:59Z
STG-00126125,APP-0059546,assessment,3,2026-01-03,2026-01-11,rejected,2026-01-11T19:09:05Z,2026-05-31T23:59:59Z
STG-00126126,APP-0059547,review,1,2025-12-26,2025-12-29,,2025-12-29T08:57:15Z,2026-05-31T23:59:59Z
STG-00126127,APP-0059547,screen,2,2025-12-29,2026-01-11,rejected,2026-01-11T17:34:53Z,2026-05-31T23:59:59Z
STG-00126128,APP-0059548,review,1,2025-12-26,2026-01-06,,2026-01-06T10:55:40Z,2026-05-31T23:59:59Z
STG-00126129,APP-0059548,screen,2,2026-01-06,2026-01-09,rejected,2026-01-09T15:55:38Z,2026-05-31T23:59:59Z
STG-00126130,APP-0059549,review,1,2025-12-26,2026-01-01,rejected,2026-01-01T11:35:59Z,2026-05-31T23:59:59Z
STG-00126131,APP-0059550,review,1,2025-12-26,2025-12-30,rejected,2025-12-30T12:26:49Z,2026-05-31T23:59:59Z
STG-00126132,APP-0059551,review,1,2025-12-26,2025-12-29,withdrawn,2025-12-29T16:43:31Z,2026-05-31T23:59:59Z
STG-00126133,APP-0059552,review,1,2025-12-26,2026-01-02,,2026-01-02T09:08:53Z,2026-05-31T23:59:59Z
STG-00126134,APP-0059552,screen,2,2026-01-02,2026-01-06,,2026-01-06T18:30:30Z,2026-05-31T23:59:59Z
STG-00126135,APP-0059552,assessment,3,2026-01-06,2026-01-13,rejected,2026-01-13T18:05:04Z,2026-05-31T23:59:59Z
STG-00126136,APP-0059553,review,1,2025-12-26,2025-12-28,,2025-12-28T12:47:38Z,2026-05-31T23:59:59Z
STG-00126137,APP-0059553,screen,2,2025-12-28,2026-01-04,,2026-01-04T13:58:20Z,2026-05-31T23:59:59Z
STG-00126138,APP-0059553,assessment,3,2026-01-04,2026-01-09,rejected,2026-01-09T12:58:21Z,2026-05-31T23:59:59Z
STG-00126139,APP-0059554,review,1,2025-12-26,2025-12-30,,2025-12-30T18:46:19Z,2026-05-31T23:59:59Z
STG-00126140,APP-0059554,screen,2,2025-12-30,2026-01-02,,2026-01-02T11:54:00Z,2026-05-31T23:59:59Z
STG-00126141,APP-0059554,assessment,3,2026-01-02,2026-01-05,,2026-01-05T10:51:58Z,2026-05-31T23:59:59Z
STG-00126142,APP-0059554,interview,4,2026-01-05,2026-02-03,rejected,2026-02-03T11:01:08Z,2026-05-31T23:59:59Z
STG-00126143,APP-0059555,review,1,2025-12-26,2026-01-02,rejected,2026-01-02T08:22:58Z,2026-05-31T23:59:59Z
STG-00126144,APP-0059556,review,1,2025-12-26,2026-01-02,withdrawn,2026-01-02T08:05:21Z,2026-05-31T23:59:59Z
STG-00126145,APP-0059557,review,1,2025-12-26,2025-12-30,rejected,2025-12-30T11:36:55Z,2026-05-31T23:59:59Z
STG-00126146,APP-0059558,review,1,2025-12-26,2026-01-03,,2026-01-03T09:39:57Z,2026-05-31T23:59:59Z
STG-00126147,APP-0059558,screen,2,2026-01-03,2026-01-13,rejected,2026-01-13T19:01:15Z,2026-05-31T23:59:59Z
STG-00126148,APP-0059559,review,1,2025-12-26,2025-12-28,,2025-12-28T08:03:54Z,2026-05-31T23:59:59Z
STG-00126149,APP-0059559,screen,2,2025-12-28,2026-01-01,,2026-01-01T12:27:40Z,2026-05-31T23:59:59Z
STG-00126150,APP-0059559,assessment,3,2026-01-01,2026-01-03,,2026-01-03T13:52:25Z,2026-05-31T23:59:59Z
STG-00126151,APP-0059559,interview,4,2026-01-03,2026-01-10,withdrawn,2026-01-10T08:18:23Z,2026-05-31T23:59:59Z
STG-00126152,APP-0059560,review,1,2025-12-26,2026-01-01,,2026-01-01T10:44:05Z,2026-05-31T23:59:59Z
STG-00126153,APP-0059560,screen,2,2026-01-01,2026-01-05,,2026-01-05T08:05:55Z,2026-05-31T23:59:59Z
STG-00126154,APP-0059560,assessment,3,2026-01-05,2026-01-09,,2026-01-09T09:36:00Z,2026-05-31T23:59:59Z
STG-00126155,APP-0059560,interview,4,2026-01-09,2026-01-12,,2026-01-12T16:03:34Z,2026-05-31T23:59:59Z
STG-00126156,APP-0059560,offer,5,2026-01-12,2026-01-18,,2026-01-18T14:22:36Z,2026-05-31T23:59:59Z
STG-00126157,APP-0059561,review,1,2025-12-26,2025-12-28,rejected,2025-12-28T19:11:54Z,2026-05-31T23:59:59Z
STG-00126158,APP-0059562,review,1,2025-12-26,2025-12-31,rejected,2025-12-31T09:13:15Z,2026-05-31T23:59:59Z
STG-00126159,APP-0059563,review,1,2025-12-26,2025-12-31,,2025-12-31T11:32:13Z,2026-05-31T23:59:59Z
STG-00126160,APP-0059563,screen,2,2025-12-31,2026-01-05,rejected,2026-01-05T09:46:02Z,2026-05-31T23:59:59Z
STG-00126161,APP-0059564,review,1,2025-12-26,2025-12-31,rejected,2025-12-31T14:11:24Z,2026-05-31T23:59:59Z
STG-00126162,APP-0059565,review,1,2025-12-26,2025-12-31,rejected,2025-12-31T12:07:18Z,2026-05-31T23:59:59Z
STG-00126163,APP-0059566,review,1,2025-12-26,2025-12-27,withdrawn,2025-12-27T14:16:00Z,2026-05-31T23:59:59Z
STG-00126164,APP-0059567,review,1,2025-12-26,2025-12-29,,2025-12-29T16:55:31Z,2026-05-31T23:59:59Z
STG-00126165,APP-0059567,screen,2,2025-12-29,2026-01-02,rejected,2026-01-02T11:56:05Z,2026-05-31T23:59:59Z
STG-00126166,APP-0059568,review,1,2025-12-26,2025-12-28,rejected,2025-12-28T13:58:07Z,2026-05-31T23:59:59Z
STG-00126167,APP-0059569,review,1,2025-12-26,2025-12-29,,2025-12-29T18:04:41Z,2026-05-31T23:59:59Z
STG-00126168,APP-0059569,screen,2,2025-12-29,2026-01-01,rejected,2026-01-01T17:00:24Z,2026-05-31T23:59:59Z
STG-00126169,APP-0059570,review,1,2025-12-26,2025-12-29,,2025-12-29T17:47:42Z,2026-05-31T23:59:59Z
STG-00126170,APP-0059570,screen,2,2025-12-29,2026-01-01,,2026-01-01T15:12:27Z,2026-05-31T23:59:59Z
STG-00126171,APP-0059570,assessment,3,2026-01-01,2026-01-13,rejected,2026-01-13T09:14:53Z,2026-05-31T23:59:59Z
STG-00126172,APP-0059571,review,1,2025-12-26,2025-12-30,,2025-12-30T19:50:15Z,2026-05-31T23:59:59Z
STG-00126173,APP-0059571,screen,2,2025-12-30,2026-01-03,,2026-01-03T19:04:01Z,2026-05-31T23:59:59Z
STG-00126174,APP-0059571,assessment,3,2026-01-03,2026-01-07,,2026-01-07T09:54:10Z,2026-05-31T23:59:59Z
STG-00126175,APP-0059571,interview,4,2026-01-07,2026-01-12,rejected,2026-01-12T13:59:48Z,2026-05-31T23:59:59Z
STG-00126176,APP-0059572,review,1,2025-12-26,2025-12-28,,2025-12-28T14:40:46Z,2026-05-31T23:59:59Z
STG-00126177,APP-0059572,screen,2,2025-12-28,2026-01-06,,2026-01-06T11:20:24Z,2026-05-31T23:59:59Z
STG-00126178,APP-0059572,assessment,3,2026-01-06,2026-01-10,,2026-01-10T10:10:49Z,2026-05-31T23:59:59Z
STG-00126179,APP-0059572,interview,4,2026-01-10,2026-02-01,withdrawn,2026-02-01T11:46:07Z,2026-05-31T23:59:59Z
STG-00126180,APP-0059573,review,1,2025-12-26,2025-12-29,,2025-12-29T15:21:56Z,2026-05-31T23:59:59Z
STG-00126181,APP-0059573,screen,2,2025-12-29,2025-12-30,rejected,2025-12-30T18:28:18Z,2026-05-31T23:59:59Z
STG-00126182,APP-0059574,review,1,2025-12-26,2025-12-29,,2025-12-29T19:08:40Z,2026-05-31T23:59:59Z
STG-00126183,APP-0059574,screen,2,2025-12-29,2026-01-03,,2026-01-03T11:33:02Z,2026-05-31T23:59:59Z
STG-00126184,APP-0059574,assessment,3,2026-01-03,2026-01-10,withdrawn,2026-01-10T17:29:49Z,2026-05-31T23:59:59Z
STG-00126185,APP-0059575,review,1,2025-12-26,2025-12-28,rejected,2025-12-28T08:06:51Z,2026-05-31T23:59:59Z
STG-00126186,APP-0059576,review,1,2025-12-26,2025-12-28,,2025-12-28T12:03:45Z,2026-05-31T23:59:59Z
STG-00126187,APP-0059576,screen,2,2025-12-28,2026-01-03,,2026-01-03T11:08:39Z,2026-05-31T23:59:59Z
STG-00126188,APP-0059576,assessment,3,2026-01-03,2026-01-06,,2026-01-06T15:01:58Z,2026-05-31T23:59:59Z
STG-00126189,APP-0059576,interview,4,2026-01-06,2026-01-12,,2026-01-12T09:47:28Z,2026-05-31T23:59:59Z
STG-00126190,APP-0059576,offer,5,2026-01-12,2026-01-15,,2026-01-15T14:12:37Z,2026-05-31T23:59:59Z
STG-00126191,APP-0059577,review,1,2025-12-26,2025-12-31,rejected,2025-12-31T13:36:03Z,2026-05-31T23:59:59Z
STG-00126192,APP-0059578,review,1,2025-12-26,2025-12-31,,2025-12-31T10:15:21Z,2026-05-31T23:59:59Z
STG-00126193,APP-0059578,screen,2,2025-12-31,2026-01-05,,2026-01-05T15:28:47Z,2026-05-31T23:59:59Z
STG-00126194,APP-0059578,assessment,3,2026-01-05,2026-01-08,,2026-01-08T16:41:48Z,2026-05-31T23:59:59Z
STG-00126195,APP-0059578,interview,4,2026-01-08,2026-01-15,withdrawn,2026-01-15T09:25:46Z,2026-05-31T23:59:59Z
